keyword,tweet,username,creation date
Climate change,"Outside of global warming, the new Chinese empire under Xi is the next biggest threat facing the whole of humanity. Securing the South China Sea and provoking a national schism that leads to the fracture of the country is the best outcome. An international economic collapse.",restinginangels,2019-10-07 03:14:25
Climate change,"@Pontifex difficult for them to adjust as indigenous souls who could help clear the rainforest properly were instead pushed out of their homes! We pray all are well, and that if they return into the Amazon they are at least given a new home, the Amazon Oxygen protectors of Climate Change!",BeanDas,2019-10-07 03:14:20
Climate change,"@connectwithms @RCThaneEast @GretaThunberg nah, she is sitting in her luxurious AC bedroom and tweeting about climate change",Casey Stroud,2019-10-07 03:13:56
Climate change,If you want to fix climate change in the private sector with no economic destruction then the powers that be in the fossil fuel industry....,lara🕸,2019-10-07 03:13:54
Climate change,Make it happen before global warming ruins that chance 🤗 https://t.co/I7NxWDKp5r,Tamara Lee,2019-10-07 03:13:53
Climate change,"""Here they are, hoping to form the government in a country where the majority of people recognize climate change as the massive threat it is, and the Conservatives can only shout, “Look over there! China!” and try to change the subject."" #cdnpoli #elxn43 

https://t.co/6Q6ZJK9v71",BeenHereBefore🦔,2019-10-07 03:13:47
Climate change,"@Condor_Law @JohnKerry @EdMarkey Not just a bribe, they are trying to takeover oil and gas, IMO, by collapsing their own country's industry. Their climate change/green policies are BS to keep the sheep busy so they don't look at what's going on behind the curtain.",Jade,2019-10-07 03:13:46
Climate change,"@MarilynShephe15 @jmil400 @bairdjulia Climate change, vaccines, transgender health issues come to mind. Some nutter with a personal and political agenda which is not supported by evidence should not be given a platform equal to that of a qualified expert",StL Mugshots,2019-10-07 03:13:39
Climate change,Yo @CIA I need to talk to this one about Global warming. The O-zone could be in some serious shit. Don't worry I got my lvl 5 linguistics ready to fuckin rock! Plug me up w her number playa! Thx 😎 https://t.co/YigRQRnFBa,Gigi,2019-10-07 03:13:34
Climate change,UN Agenda 21and UN Agenda 2030.  A Must See for Every Canadian. https://t.co/2H2eeXsSMy via @YouTube This is what the climate change freak out is really about .i don’t care if you are democrat or republican everyone need to listen to this https://t.co/bEkiuTOqqI,Evil Nurse Dux 🌊,2019-10-07 03:13:27
Climate change,"@GOPLeader Bullshit

393 days to Election Day 2020

I support candidates who support —
* Women’s healthcare equality
* LGBTQ+ equality
* Climate change is real
* No hurting people

🌊
#VoteBlueNoMatterWho
#ImpeachTheMF
#NOH8
🌊",Lexy Manthey,2019-10-07 03:13:25
Global warming,@aruptom @Joe_Hildebrand It's a tricky thing. And we definitely don't need to give climate change deniers any more fuel for their arguments. It may just be that the front hasn't caught up with the work behind the scenes and all of a sudden it will click. Extremists have never benefited any cause though.,James Weems,2019-10-07 03:13:24
Climate change,@chaoticsickness @joerogan The same people who use science to prove climate change.,syed e haque,2019-10-07 03:13:18
Climate change,"I would like to use some of your book material to make a documentary in URDU to create awareness in masses in PAkistan. please advise how we can make it possible. 
My email contact is syed148@aol.com 
best wishes. thanks for creating great climate change argument.",Jason Usher,2019-10-07 03:13:15
Climate change,Climate Change Rally in Brisbane #ExtinctionRebellion https://t.co/75LO6q3Lf8,Wanttoknow,2019-10-07 03:13:14
Climate change,"@NoahCRothman
Also your assertin that capitalism has somehow done more for the Earth is objectively false, if unchecked capitalism didn't exist we wouldn't be here. With climate change which is something republicans to this day idiotically deny.",Gwen B,2019-10-07 03:13:12
Climate change,Scientific Journal Forced to Retract ‘Landmark’ Climate Change Study Due to Falsehoods https://t.co/KbBKVDQVng via @BigLeaguePol,🌊🌊STB #IllegitimatePOTUS 🌊🌊There were texts!🤣,2019-10-07 03:13:06
Climate change,12 excuses for climate inaction and how to refute them https://t.co/ELLBINBfLU via @voxdotcom,Jp,2019-10-07 03:12:58
Climate change,@Amber8434 Started when my kids little. Shared what their teachers had told them about global warming.They were truly afraid. Told them glaciers had been melting since end of last ice age. They were able to rationalize  this and one even has a Bachelor's in Science. They navigated thru.,Shalini Bhattacharya,2019-10-07 03:12:55
Global warming,"Hey. As we celebrate festivals, splurge on food, clothes and travel, spare a minute to think what your children might experience. https://t.co/55EMxF6yh9",Gabrielle Chan,2019-10-07 03:12:52
Global warming,"I find your recent tweets confusing @MichaelS_Guerin As CEO of a state farming rep body, are u saying you don’t accept broad evidence of global warming? Or that u are confused as to how to go forward? Because if you are confused as the leader, where does that leave your members? https://t.co/ilV0gJGEWK",Expose,2019-10-07 03:12:51
Climate change,"Anna Paulina - Climate Change Activist, Pro-DACA Activist Who Was The VP Of A Pro-Amnesty Group Called Bienvenido US &amp; Former Member Of TPUSA. 
All the information is true &amp; she blocked her after I exposed her.
@loriswallows #OctoberSurprisesExposed 
https://t.co/4epNgb3ANd",Jobsen Grothe,2019-10-07 03:12:50
Climate change,For real: .... are you really a denier of climate change? https://t.co/JRiv9zkiID,Evil Nurse Dux 🌊,2019-10-07 03:12:47
Climate change,"393 days to Election Day 2020

I support candidates who support —
* Women’s healthcare equality
* LGBTQ+ equality
* Climate change is real
* No hurting people

🌊
#VoteBlueNoMatterWho
#ImpeachTheMF
#NOH8
🌊",Sandman,2019-10-07 03:12:42
Climate change,@mohd_almarzooqi @CNN @ABC @nytimes yeah doesn't look like they doing much to help global warming.,SirD,2019-10-07 03:12:38
Climate change,@earthvisuals @McmahonTiernan Global warming gonna take their asses out,Hundred Year Egg,2019-10-07 03:12:33
Climate change,"@4kshatra I know we need to fight injustice and global warming first but can we do something about the shit food Australia and the UK eat. It gets better, Australia.",DiscoveryTheWord,2019-10-07 03:12:33
Climate change,"Climate change: Current warming 'unparalleled' in 2,000 years - BBC News",showerthoughtsbot,2019-10-07 03:12:19
Climate change,What about if neural network  to alleviate  unemployment in climate change affected areas of the Global South !,Tom Arup,2019-10-07 03:12:17
Global warming,@LexyManthey @Joe_Hildebrand To half global warming to relatively manageable levels. Unless that changes there are profound and almost universal negative outcomes for anybody who will be living post 2030+ and particularly in the second half of the century. The school strikers are voicing frustration...,Georgia Pundit,2019-10-07 03:12:16
Climate change,@CNN It’s OK... according to liberals in America we will all be dead from climate change in about 12 years... so this is really not a big deal... if @CNN is serious about climate change they would stop 🛑 reporting on stories beyond a decade from today...,‏Ewen Bell,2019-10-07 03:12:14
Climate change,"Flash protest in Melbourne to save the planet. Climate change is real. Action is needed now.

#ExtinctionRebellion
#Melbourne https://t.co/G87VAlwKTP",SocalBryan,2019-10-07 03:12:11
Climate change,"@Cernovich I feel the same about global warming advocates.  If global warming is your issue, then you should buy anything from China.",ً,2019-10-07 03:12:07
Climate change,white gays are worse than global warming,Whistleblower,2019-10-07 03:12:06
Climate change,@bairdjulia So you respect our “different view” on climate change?,Don Boesch,2019-10-07 03:12:05
Climate change,".@washingtonpost editorial. Louisiana's combination of rising waters &amp; sinking land give it one of highest rates of sea-level rise. If humanity fails to prevent the loss of major Antarctic &amp; Greenland ice masses, future generations would see far worse. https://t.co/Zidj8pe9SN",マルティネズ恵子,2019-10-07 03:11:57
Climate change,Sign the petition: Demand the Koch network stop funding junk science to spread doubt about climate change. Take action here: https://t.co/LNL88e1Bow,Red Army Duck,2019-10-07 03:11:36
Climate change,"His efforts, no matter how successful, cannot challenge climate change.","oh boy, Georgie🌱",2019-10-07 03:11:36
Climate change,@roun_sa_ville Nayeon's feel special outfits have been the main contributors to global warming,Simon Dell,2019-10-07 03:11:26
Climate change,"I’m going to start a new political movement entitled: “calm down, we’re not all going to die but let’s solve climate change anyway.” Reckon it’s a vote winner.",Kcalpesh Ajugia,2019-10-07 03:11:19
Climate change,"If I were thanos and got all the infinity stones I would eliminate selectively. Following people would go:

-Deforestation supporters
-Climate change deniers
-Criminals

What would you do?

#deforestation #climatechange #infinitywar #thanos #ifyouwererhanos #SaveTrees",John,2019-10-07 03:11:07
Climate change,@dcunni @cathmckenna Positive lol it’s Conservatives this conservatives that they don’t believe in Climate change and we all will die if they are voted in only we can save the planet. Lol positive,🌿Steph Philip⭐️⭐️⭐️,2019-10-07 03:11:02
Climate change,"THE LEOPARD IS OLDER...THE SPOTS STILL UNCHANGED: 
""JOE BIDEN'S CLIMATE PLAN APPEARS TO DIRECTLY COPY MULTIPLE LINES FROM OTHER ORGANIZATIONS""
""Biden's 1988 presidential campaign largely failed because of plagiarism accusations after he copied a speech...""
https://t.co/YRvIn9HKoi",Andy Foster for Wellington Mayor,2019-10-07 03:10:59
Climate change,"I have just released my plan for the first 150 days as Mayor, with a New Deal for transport, new spatial plan, a solution for the Central Library and Shelly Bay, a draft Climate Change response action plan and much more.
https://t.co/xByHar7V4W https://t.co/ewqsfy1WZ9",Sofia Moreno,2019-10-07 03:10:53
Climate change,Did I tell you I’ve been to the year 3000? Lots has changed bc climate change. #happinessbeginstour https://t.co/GtSa3Ucchw,HopeInTheUSA💖,2019-10-07 03:10:37
Climate change,"@LeeCamp Exxon also funded global warming research, along with Shell. I wonder why. https://t.co/jSu9wkBVnQ

https://t.co/NdfGh7pRy3 https://t.co/SPFR8pS0oa",Boonyanuj (TK) Yukate,2019-10-07 03:10:29
Climate change,"@_chloeswarbrick had a chat with students @LincolnUniNZ about topical subjects such as local governance, community resilience, climate change and mental health. I didn't know much about her before but now I know she is funny, honest (more than the average politician) and kind 🌻 https://t.co/REhG2wnd1k",Sandman,2019-10-07 03:10:28
Global warming,"@ABC wow 5000 years, climate change must of affected them also. right into extinction",adrians,2019-10-07 03:10:27
Climate change,"Climate change activists are gearing up for week-long protests and to create major disruptions. 
They also expect to be arrested! Fancy that! https://t.co/BaxQWgAXCR","Eyes on the prize, people",2019-10-07 03:10:23
Climate change,The thing about Colts that everyone is missing is that we are on the verge of runaway climate change and we need a complete re-think of the global economy to ensure a just society &amp; avoid planetary catastrophe.,Eli Campbell 🌎,2019-10-07 03:10:22
Global warming,@mattyglesias okay but you see how Trump couldn't have done what he has done without Bush and Obama's precedents right? How the past two catastrophic decades have a continuous nature? And also how the acceleration of climate change makes what you're saying both pedantic and dangerous?,#NurseResistPersist,2019-10-07 03:10:21
